,Prey,Predator
0,0.7213390131074306,0.6989404698826651
1,0.6466325027724826,0.6228503033994541
2,0.6524465329924098,0.4223823525141759
3,0.7664573449448213,0.26669505804213356
4,0.7267770379133313,0.37235713554982214
5,0.6600435219793842,0.6266229067273418
6,0.7005321147644877,0.6772296261496735
7,0.5316711408072741,0.6797843311280656
8,0.7319377024430851,0.36949358003618116
9,0.9476295737314543,0.7041826534123471
10,1.2346871931062502,0.7380228246417178
11,1.1003208973449152,0.8354991863752312
12,0.7194930406897284,0.5725173431502388
13,0.746371741424844,0.6896143160465636
14,1.1310577408132119,0.24203948414339047
15,1.0747186485068323,0.33050563646107833
16,1.4236360002130777,0.6638598684962321
17,0.7570576231774724,0.3617917104705736
18,0.6708099618778539,0.5349359415429115
19,0.9363619035467217,0.3033997263845377
20,1.5327052544318363,0.38573422994394896
21,0.9057347415696142,0.2780038035290151
22,1.3377174267575604,0.7681740057948413
23,0.6696647245455781,0.5474114270472907
24,0.5831596495635019,0.5163186783039021
25,0.7551004615586016,0.7735842330507695
26,0.8192587017871307,0.7656664747280196
27,1.1539249428041474,0.7957697515265817
28,1.5763494061341963,0.547769447257918
29,0.6553239187217755,0.8308237554121354
30,0.727204897262656,0.3933936887989261
31,1.1076487634940158,0.263758375092943
32,0.9318153911811806,0.7244696055304486
33,0.6565495226581713,0.32446575018658425
34,0.9698506547642803,0.28798911607261124
35,0.6616968304383918,0.8197656116106095
36,0.6000692817025127,0.49126847119585715
37,1.363011203454181,0.33961011688269627
38,1.3660228424054817,0.7015083220027442
39,0.7258516812455642,0.8051346156075483
40,0.7710947022729138,0.2928228968682902
41,0.8390091839458014,0.2465012191172843
42,1.208099572186568,0.22873504991014076
43,0.5795865218806194,0.3655876325004358
44,0.8763159082392221,0.726779545515673
45,1.292382594537517,0.7538210750398747
46,1.472810487053512,0.5126631963822381
47,1.4140063946335149,0.6933761763324254
48,0.6693762597377149,0.4971186083596385
49,0.7097533746140876,0.7038476670069018
50,0.7307413029752774,0.4943312327500936
51,1.1437765929450214,0.22305626522278962
52,0.6501895925499286,0.47804167541454573
53,0.6212079384067057,0.540383286813349
54,1.052257600229149,0.783423922048116
55,1.3982204293720095,0.37683542793018443
56,0.9465522311469434,0.8307378863944787
57,0.8951741564428063,0.7814598943828263
58,0.9630885704280141,0.16836891549952265
59,1.37518348200296,0.3388644882773548
60,0.8071440034929401,0.30432400727175346
61,0.9613226478384657,0.7760209313522743
62,1.0755373615557193,0.3786348547213092
63,1.2415533201751496,0.6678989367164165
64,1.277554407833187,0.4018959006792677
65,1.5005017951932031,0.6614349841577807
66,0.825542736390479,0.7530107732318869
67,0.6174942853308748,0.5822196681573475
68,1.23826976876207,0.7879304814557205
69,0.5866092497503961,0.45730664323579784
70,0.6301026895967079,0.43482476609974685
71,0.9162556502393968,0.73346821387353
72,0.73204180457447,0.338963109583303
