,Prey_next
0,0.6946677022383633
1,0.6360615485000902
2,0.5949805669809546
3,0.8435064668649649
4,0.6529269624610854
5,0.6781085683290662
6,0.6235651962767321
7,0.7038756029230058
8,0.8805863178221313
9,1.0470616927041854
10,1.2217905087299281
11,1.0540938737594803
12,0.6466325027724826
13,0.7564167449597365
14,1.0410350907528962
15,1.1631547251525647
16,1.3831800360595892
17,0.6846535889715224
18,0.6112403006317617
19,0.9946927979704668
20,1.554098028583028
21,0.8379623867779171
22,1.2618493736389973
23,0.6436618419999277
24,0.6209860200406224
25,0.7009944416066165
26,0.8692905104341441
27,1.165065877790623
28,1.4914808769785908
29,0.7009818730843517
30,0.8082607111903852
31,1.0824294200185924
32,0.9998322767749835
33,0.7942029905473962
34,1.0993255015375112
35,0.8163955230162554
36,0.6691060962627756
37,1.379874170098154
38,1.3377174267575604
39,0.7395586226253443
40,0.6751493541914135
41,0.8261199478835649
42,1.0814215523789035
43,0.6694803823051718
44,0.8516399349415351
45,1.2548791116520348
46,1.430239241633651
47,1.4789700959626493
48,0.6004639015817492
49,0.6945344171362927
50,0.591293850555448
51,1.102682276120335
52,0.5964215086206812
53,0.6587608488420301
54,0.9725509220966226
55,1.4478027793374852
56,1.0076382893378708
57,0.9214599417567584
58,1.024205219400808
59,1.394486225539923
60,0.7673137184050788
61,0.9748400901848842
62,0.9139037070241254
63,1.2012150255748884
64,1.3073489772815323
65,1.4376662296638956
66,0.8417837182989844
67,0.6601969696145181
68,1.1913586089332948
69,0.6675969521210942
70,0.6193296975440759
71,0.8799412975840301
72,0.727204897262656
73,1.3750388433549634
74,0.7352033054775451
75,1.3418700980057856
76,0.9091043383833305
77,0.9789367323479125
78,0.7436448108472913
79,1.507493186116385
80,0.6701938954158966
81,1.3171508777764445
82,0.8171488645683483
83,0.7005321147644877
84,0.8525732444806682
85,1.0849292611639818
86,0.6412801309970392
87,1.0815869630708976
88,1.1361396944326094
89,0.9855210918341646
90,1.4931768995055685
91,0.9183895020464612
92,0.7595161707005074
93,1.2036520520761609
94,0.5679215537321851
95,0.7650289417022872
96,0.5941610415111563
97,0.6041571100998993
98,0.7052578828037712
99,1.2540605773759157
100,0.851661136344519
101,1.3077975188558855
102,0.7771917271589034
103,1.5089723438279279
104,0.9148427757363848
105,0.6655750359954942
106,0.9265030231431531
107,1.6191855379455933
108,1.4615418244753309
109,1.281538933379035
110,0.6552667906503153
111,1.3561885390117567
112,0.694178229912359
113,1.4303601834038555
114,0.8174353630801006
115,1.0959807791206235
116,0.8358994698453899
117,1.4366164535077726
118,0.733257494815957
119,1.050693756256089
120,1.5336295816960739
121,0.89669925873436
122,1.3689413785030138
123,0.5879803777588564
124,0.7147828442497361
125,1.41496741591979
126,1.4569789323212634
127,0.918210669705919
128,1.0180774268037873
129,0.5558450418124685
130,1.5264113094366385
131,0.748685741623226
132,0.572081312056907
133,0.687727764477102
134,0.703698986419259
135,0.5613922830218606
136,1.082181389559202
137,1.3073333473268705
138,0.9391225540266616
139,0.9533846847910512
140,0.9576199159153785
141,0.8488701965769689
142,0.7099574059999453
143,0.6980745463096887
144,1.0557996943061125
145,0.744806867421817
146,0.8111521258268298
147,0.8072778576111703
148,1.338063318240107
149,0.9162556502393968
150,0.7039620322668871
151,0.7334102383345424
152,1.3003185471943366
153,0.6607509122199752
154,0.9547347554338308
155,1.4137483294340585
156,0.5705587748604437
157,0.9958083358071098
158,0.9706326463605084
159,1.532144611387962
160,0.677836542014597
161,1.2983131830511463
162,0.5807442576523559
163,0.5436295944072548
164,0.6889172166535061
165,1.017640673978288
166,0.6029208135673852
167,1.457713648206766
168,0.7080756049099806
169,0.8543522418233979
170,1.3859717518538408
171,0.7760166860807268
172,1.180747530399138
173,1.4488969587360518
174,0.6278216235940361
175,0.6968798996092783
176,0.6453515556111851
177,0.985008456882239
178,0.7686805822529773
179,0.7441572636239714
180,0.799075654795558
181,0.6323356131200905
182,0.6495781691153104
183,0.6830046058837278
184,0.6788244342769997
185,1.4229308238176848
186,0.623899916322465
187,0.6114403681832892
188,1.1353269274083904
189,0.6138809207427454
190,0.6539098738201161
191,0.606974200250902
192,0.7765145126548604
193,1.5262750507260332
194,1.3412382792271564
195,1.5506206201804418
196,0.6100806249230539
197,1.520774120564944
198,0.5900267141395746
199,0.5730802440763323
200,0.6884223571018094
201,0.9856683534582126
202,0.7195776589443762
203,0.6828504867534122
204,1.3149189437397881
205,0.6179243931250796
206,0.9769032766172954
207,0.6016140612045578
208,1.2159841769203157
209,0.6879888255155114
210,1.5005017951932031
211,1.4955587761580003
212,0.682188990371459
213,1.3459229786236184
214,0.9997066178853156
215,1.3997995029827908
216,0.6476113137778311
217,0.9311124811471657
218,1.3201810329972226
219,1.447930823312043
220,0.703519468418854
221,1.238678364447078
222,0.7302156669664908
223,0.6526409483245594
224,0.8314821684657323
225,0.6669698328348372
226,0.5781598822346475
227,1.3720778115323795
228,1.453820208222163
229,0.7303204649804285
230,1.278755884537127
231,1.521193238666322
232,0.7291743164719034
233,0.9704350268431677
234,1.4091485689642171
235,1.4628038344340513
236,0.9055730890212461
237,1.50551806640295
238,1.4921999469594698
239,0.7002983614049411
240,0.6218584518652851
241,1.1963186197976687
242,0.9023997537141575
243,0.7345409001170737
244,0.8036485344196937
245,0.6965169672103917
246,0.8028411857965142
247,0.7111987058955387
248,0.6728551961335694
249,0.8593221438064963
250,0.7332490422318515
251,0.7409163799817504
252,1.4249123881086394
253,1.432712325467092
254,0.6531187915211599
255,1.3115793336642285
256,0.6910773982124516
257,0.9406572572765908
258,0.9333756653816818
259,0.690162876462011
260,0.7322873442613895
261,1.4466748335776514
262,1.02681414721652
263,0.7573858691925102
264,0.7836913059651747
265,0.8312485753071492
266,1.4704404747208908
267,0.6893940650387828
268,0.6006646138695986
269,0.8286936799712633
270,1.4099609504422985
271,0.9494245328821054
272,1.277554407833187
273,0.6162113184914843
274,0.6230874880657391
275,1.0548488360535597
276,0.9257905287024101
277,1.37518348200296
278,0.8056749175442194
279,0.8117590516965991
280,0.6622615959037922
281,1.4456758330702895
282,0.9459534914161271
283,0.7625330320919684
284,0.6937725961821218
285,0.6970652037075247
286,0.8478019403394979
287,0.7252292477054008
288,0.6353787024222185
289,0.8415687047043908
290,0.7838572907434098
291,0.7319377024430851
292,1.107533762726777
293,0.6766640399697832
294,0.6132486224097298
295,1.4900018665465675
296,0.5860606675976734
297,0.7282738855886979
298,0.9796500362893472
299,0.7650872294835168
300,0.7042213372702109
301,1.5399465259150313
302,0.7273937084120545
303,0.6917984080719737
304,1.4330740625211287
305,1.1023904176876484
306,0.7403473064561567
307,1.4361497219385242
308,0.6826477909437928
309,0.8317198969091106
310,0.7965964407763857
311,0.6387985587364278
312,0.7743053935608035
313,0.7089514577986725
314,0.6029131256098035
315,1.4480565941031334
316,0.8002473928980971
317,1.2025951939306547
318,0.6698384956094422
319,0.9647974124205042
320,1.371520747919459
321,0.6752044479837893
322,0.6220938334380552
323,1.2229433028655596
324,0.5560643616943628
325,1.244552353710292
326,1.0425034003010651
327,0.7792074181198126
328,0.5940882121173424
329,0.9666719977483053
330,0.73204180457447
331,0.6390062600077137
332,0.698930488770167
333,1.216992142422739
334,0.8435261153569368
335,0.9629027462023171
336,0.6883298038720113
337,1.2751682153471167
338,0.660847429951952
339,0.6987205679763112
340,1.0228202868749439
341,1.430582763112149
342,0.6905601039938496
343,0.6639109682608296
344,1.264678927796692
345,1.506170222516719
346,0.6922717056638736
347,0.8612075944247055
348,0.7139378257908887
349,0.7672416650573155
350,0.9756449367016871
351,1.2146319781727517
352,1.0103516774915378
