,Predator_next
344,0.32725494227938745
345,0.4875986036318362
346,0.6223013159052027
347,0.28930835800609095
348,0.41026301366868345
349,0.7934140194558155
350,0.8398405805762422
351,0.3069144211287293
352,0.377218251954993
353,0.21045061710498417
354,0.42172996347447084
355,0.7041826534123471
356,0.39367239302163126
357,0.3972176892342222
358,0.38852769824606437
359,0.523862680017937
360,0.7503288246796029
361,0.26116097045480596
362,0.4106482197088163
363,0.6357140191906557
364,0.3144743177738252
365,0.5686759410441735
366,0.24029937898141895
367,0.7488150477748218
368,0.6445246687897818
369,0.7818468328356497
370,0.28699941372142773
371,0.5646124624476312
372,0.32908856429165334
373,0.3647058633830751
374,0.72438345324487
375,0.740756356240583
376,0.32992353550313
377,0.3501959713796763
378,0.2959017863696862
379,0.47359354880666266
380,0.2135769710186092
381,0.37625268674595275
382,0.3728419246930279
383,0.3018921501761963
384,0.36127120071725755
385,0.37486850817064254
386,0.7095424086157387
387,0.8370352810819971
388,0.6555589853896533
389,0.33952786745150304
390,0.8870666083725787
391,0.6890173392016619
392,0.8051346156075483
393,0.7192692303156809
394,0.6913890778356566
395,0.4127859020202275
396,0.30698797458672206
397,0.8045701339952822
398,0.2609872034248092
399,0.3021204710574487
400,0.7953522356281051
401,0.42328842373533876
402,0.4204456720156398
403,0.38289365876188297
404,0.28359712863943487
405,0.40150004365349334
406,0.5917463951473594
407,0.6096170862149857
408,0.2962613351898181
409,0.7136595921171787
410,0.7922152026395313
411,0.5211836537347783
412,0.3010760390002317
413,0.35224178158622826
414,0.7296273235368338
415,0.534997051152316
416,0.31893813194941134
417,0.7390841402915249
418,0.551497476887804
419,0.9307824818080767
420,0.8524950205327215
421,0.39872656164323605
422,0.25223120681477273
423,0.735954762113344
424,0.5422258142248382
425,0.6257202262930941
426,0.2624102233094017
427,0.3976245742052801
428,0.38570736056795524
429,0.43482476609974685
430,0.5367708970095381
431,0.3666923398385693
432,0.8180995587243001
433,0.8433178174992082
434,0.7760209313522743
435,0.6278808555591934
436,0.29257247143206705
437,0.43743921927552015
438,0.5361960413654195
439,0.7472832209106001
440,0.21972822384269902
441,0.23190887243041874
442,0.3998481383921095
443,0.3360414507040074
444,0.3307550457545272
445,0.2609990296740391
446,0.7383231543537497
447,0.3071767651237504
448,0.7054604859120472
449,0.6518854269831398
450,0.36419893356586747
451,0.3580407704660875
452,0.22317023484176318
453,0.3392516363419602
454,0.23671893274521386
455,0.7638014371545014
456,0.7131830759011855
457,0.6264875994742912
458,0.8663759605821046
459,0.6069557554940678
460,0.5343740588266335
461,0.7209259774279075
462,0.36169678159780305
463,0.7359509941778236
464,0.5783084326635457
465,0.9185074649424252
466,0.505918329798306
467,0.6169503955072642
468,0.6691772029469312
469,0.786253829304122
470,0.64034264070093
471,0.6989404698826651
472,0.2632709609781739
473,0.8553631631955371
474,0.3478920291081057
475,0.6999380133795592
476,0.4166971623613825
477,0.5379716656209158
478,0.33516733009991057
479,0.3124493261967819
480,0.7680786046640351
481,0.7986962890753382
482,0.1947627781428149
483,0.6786495398108338
484,0.2863119866868269
485,0.8127334789010577
486,0.292625873743116
487,0.7004057548036803
488,0.3201197441346015
489,0.6927931933237558
490,0.4679944740998825
491,0.3409744001620787
492,0.6099793238589251
493,0.566552469458959
494,0.6604417976346845
495,0.8567361468465345
496,0.7905897356890353
497,0.4335444456732558
498,0.27611745204857235
499,0.3910928361855507
500,0.792782031335666
501,0.41471837210486917
502,0.31436289842132503
503,0.6972156032301075
504,0.8045581903799276
505,0.5352350612683451
506,0.4616985221056311
507,0.6404114923656731
508,0.16462467464842512
509,0.7142391784302072
510,0.7729398586476885
511,0.6300579163224004
512,0.6977957431126841
513,0.25159455476650977
514,0.7976605670228435
515,0.3843083374381271
516,0.6904952903903341
517,0.7694155202910054
518,0.43979496619486813
519,0.3378790662707555
520,0.34100590606351977
521,0.34207457750145354
522,0.8344929472518988
523,0.3070597301444338
524,0.6933761763324254
525,0.32474088856666156
526,0.43272217762914267
527,0.8432037126481914
528,0.2465012191172843
529,0.22534139964326674
530,0.8268017225394766
531,0.7248500338110906
532,0.2640821651090089
533,0.5922649102927309
534,0.29207179117158666
535,0.29987714131125437
536,0.6108102874363434
537,0.6623280347658685
538,0.3599207715851722
539,0.8236097210810343
540,0.849522421726745
541,0.7965371430482963
542,0.5017350066314907
543,0.4425121049915654
544,0.6292026547127149
545,0.38620012169240486
546,0.36785993554371854
547,0.5720225435133706
548,0.32658294261178283
549,0.3703601024545071
550,0.7605360580261558
551,0.8220825156218557
552,0.22045217563693345
553,0.7978418465909607
554,0.33802714781412624
555,0.7089192843094537
556,0.4881071273153937
557,0.6991524370537977
558,0.24804328540854315
559,0.6085872623140748
560,0.5842215736609331
561,0.599174756867816
562,0.3032637722245486
563,0.2691003225634246
564,0.3338092512651
565,0.41632130918077326
566,0.24925147518151747
567,0.536528267274337
568,0.28286344779143596
569,0.7951474131402022
570,0.40580625129685277
571,0.800714219570419
572,0.7705533241819484
573,0.32191646652353517
574,0.2927643114776035
575,0.6966049558636813
576,0.5218232048039573
577,0.45976893030332633
578,0.2780038035290151
579,0.4052644315558775
580,0.28635686054294873
581,0.6243147278864066
582,0.7534804102228649
583,0.3389222532517367
584,0.48372707098159506
585,0.8000607564051574
586,0.7443905107988863
587,0.44858518158533145
588,0.4700662898622203
589,0.9086645552108009
590,0.733252794923414
591,0.7859723164581203
592,0.717765884223604
593,0.7325910846265983
594,0.2352916173254449
595,0.583943010346441
596,0.5020692205776308
597,0.243882009983649
598,0.6396922506280095
599,0.6573253867164044
600,0.2768069692308193
601,0.8802941270217333
602,0.3647497593384132
603,0.6240395082617194
604,0.8008271173722994
605,0.6871452075628187
606,0.631489937891596
607,0.2505238592036205
608,0.5424127075786305
609,0.6222654604652286
610,0.7979100511434283
611,0.15812647609209454
612,0.2642647512182699
613,0.41792260293027217
614,0.3528753328069066
615,0.20626627786322566
616,0.40008635344408705
617,0.694878581036086
618,0.8653635001559016
619,0.27689401363761995
620,0.30716730893370126
621,0.695978364261238
622,0.6270620220897647
623,0.8401320358500566
624,0.5356037047776233
625,0.5862794792778449
626,0.2680360508381767
627,0.7850869430321785
628,0.7106291651071162
629,0.6924806293490328
630,0.30714081669632765
631,0.19525852622038062
632,0.6844867783191863
633,0.34133958890189287
634,0.35985771556842594
635,0.38413925795195747
636,0.3552759045010763
637,0.4043372351091041
638,0.2248375288695717
639,0.30759299809714274
640,0.32890164173299596
641,0.26568022994227886
642,0.7417791513037294
643,0.2745700398533103
644,0.5505250478859635
645,0.4505762468761349
646,0.6112824849199968
647,0.5476087091677873
648,0.547769447257918
649,0.3288020407466734
650,0.24412416609402438
651,0.8916922721493018
652,0.7047990618705987
653,0.26629785105602677
654,0.5934711098299652
655,0.20433268750763225
656,0.36703650589369435
657,0.3471130391845924
658,0.7244270587493945
659,0.5933353459902658
660,0.4376105842356131
661,0.8182823460431815
662,0.34658244682613015
663,0.7841584618297464
664,0.25556980488914127
665,0.732709116107966
666,0.5431888314842978
667,0.7735842330507695
668,0.6634339478912863
669,0.25904384578646955
670,0.44118742472013345
671,0.6425466131197288
672,0.857044259287209
673,0.39537672510031063
674,0.29175793910327397
675,0.37855446652151187
676,0.7536292453298439
677,0.5349359415429115
678,0.4529449049443373
679,0.41803074602593354
680,0.48533096494443717
681,0.5321524640479643
682,0.7076369317688048
683,0.7295910509463478
684,0.6743331239273818
685,0.8168686894375282
686,0.6715068556182663
687,0.1861535208502827
688,0.37917270927882785
689,0.7492577852509956
690,0.6499966124392065
691,0.17730925016495463
692,0.24998128318386523
693,0.49126847119585715
694,0.4465631029345307
695,0.6301757885757323
696,0.4468734924450912
697,0.360142557940417
698,0.49473717319267724
699,0.7776535764462258
700,0.254535622377308
701,0.6896143160465636
702,0.709845382693819
703,0.2826671128261637
704,0.4543734478090396
705,0.7780702540138961
706,0.23342698251629895
707,0.6338651189245319
708,0.21960845389355632
709,0.5735447054442644
710,0.5183206885051015
711,0.7804451389145478
712,0.7282208334794217
713,0.5374093282305922
714,0.5783722572025988
715,0.22873504991014076
716,0.48019745336928255
717,0.7206844468921918
718,0.5009690578197541
719,0.7331232456927603
720,0.663748446253849
721,0.21230236016550727
722,0.2812495020408986
723,0.7614452117228012
724,0.6712584196434372
725,0.4446180578241219
726,0.6574237899069343
727,0.2678585212579956
728,0.36600164272808794
729,0.49692820704647955
730,0.45569930075267906
731,0.3307911827862093
732,0.6504820925285857
733,0.8205827751824767
734,0.8777935047484251
735,0.31823929474634133
736,0.821774710771344
737,0.27432425949750083
738,0.3190857886861461
739,0.3173877117320908
740,0.8077925225054652
741,0.2024473911952222
742,0.30432400727175346
743,0.3815672422428466
744,0.3153071225531116
745,0.5634031133482057
746,0.6642132524687985
747,0.4631751744861923
748,0.3346181424156899
749,0.6896818414192478
750,0.7107963733521211
751,0.6070625249083351
752,0.5839259507040622
753,0.7062140924086366
754,0.46131822667169536
755,0.30370878033235243
756,0.33920309179196534
757,0.44078411428075404
758,0.458301071662186
759,0.34907070734478957
760,0.45347510931279017
761,0.7668748947855936
762,0.5668480085646804
763,0.820796304858415
764,0.1679976333356008
765,0.2522548931318806
766,0.6055294540749421
767,0.24091908899744713
768,0.3538944007968326
769,0.8096573106087772
770,0.344460463809465
771,0.3682348163252207
772,0.45675257364404875
773,0.6729952393385872
774,0.26041302079132755
775,0.23533601223176356
776,0.4010196249102231
777,0.4741041567696764
778,0.5644387264258767
779,0.22305626522278962
780,0.7699762801585582
781,0.4442701098494098
782,0.29942922358252183
783,0.6815947853060551
784,0.5520403114730784
785,0.4194136177028231
786,0.32272356925779977
787,0.28916385639351005
788,0.3490006741007793
789,0.7126773987040821
790,0.3655876325004358
791,0.5258070031209922
792,0.5755364235474283
793,0.35158868120365383
794,0.6125427953574384
795,0.18897498947378547
796,0.7730255530399057
797,0.3315269324428957
798,0.7015083220027442
799,0.2976691769340732
800,0.224207883706818
801,0.6996604245496658
802,0.35620397488779654
803,0.2656633016056045
804,0.2693881366940933
805,0.2986665779392819
806,0.22152794545950083
807,0.8000771380411035
808,0.4115388654854718
809,0.533154900765492
810,0.2982833660536064
811,0.4226113690892193
812,0.7923526307351528
813,0.25182471070495377
814,0.789067478833833
815,0.6143977418891516
816,0.7792631036091254
817,0.6801417927519767
818,0.36112020187579963
819,0.7866652159962437
820,0.6288195672383678
821,0.6899935494717186
822,0.2357436539217038
823,0.5574610903360215
824,0.3754324723577725
825,0.38253847241385847
826,0.5853568833703813
827,0.557200731778166
828,0.7820402275417032
829,0.6575896212919575
830,0.639657230825271
831,0.40768207309927706
832,0.6098481850742901
833,0.4317343803809782
834,0.6667960878571992
835,0.7244696055304486
836,0.28798911607261124
837,0.19556653359191906
838,0.7832025972324498
839,0.3694020810816649
840,0.4869774703395948
841,0.38962679156738056
842,0.7731578183874902
843,0.47126011119285555
844,0.27279101249450066
845,0.3139594363855421
846,0.37918359218959063
847,0.7825769494658211
848,0.45759610571599774
849,0.28917509406318886
850,0.4053828536110726
851,0.8564042535605185
852,0.33269853476067973
853,0.5808095986776607
854,0.34664318450830334
855,0.32966975726317543
856,0.4354611663164891
857,0.6720841449332116
858,0.8354991863752312
859,0.7871842955505841
860,0.8144656813516827
861,0.3761299067821817
862,0.31577052646457
863,0.2361930189122738
864,0.276687140054847
865,0.6595534025682093
866,0.6217373850083985
867,0.29202592571357583
868,0.3260290097942884
869,0.30961946327071443
870,0.739567496322454
871,0.701170126092523
872,0.7631997762348837
873,0.5719809458468654
874,0.40163487855904384
875,0.7689146278274623
876,0.37592802468161735
877,0.33279629867253513
878,0.552238999913475
879,0.34991079987853396
880,0.7378226008039288
881,0.2558388640155673
882,0.3178568095222361
883,0.20713233497106248
884,0.45755698888775687
885,0.5522387531364575
886,0.3439345311286682
887,0.7425745359149744
888,0.45334781950044484
889,0.33050563646107833
890,0.5697231683532251
891,0.519124093675218
892,0.7548839777846476
893,0.3508049928801132
894,0.4441156760343651
895,0.6829132303033836
896,0.8101282164585909
897,0.35081006300691203
898,0.3341490629969575
899,0.7814598943828263
900,0.5994724744169806
901,0.37796556255111685
902,0.3192049774313736
903,0.23020920561766667
904,0.6021243110736529
905,0.4432093077436362
906,0.2455727100261918
907,0.45956256919879024
908,0.2734313338740743
909,0.44344953160243755
910,0.2140104754173776
911,0.7466178855387622
912,0.4896800428683536
913,0.5445243750330645
914,0.262722663002399
915,0.3554991668928249
916,0.6753051897633262
917,0.6193266123192449
918,0.3245152089415228
919,0.3325889194059072
920,0.3272471579689091
921,0.3033997263845377
922,0.321952614418832
923,0.3643928657261317
924,0.6195930483472422
925,0.299819202640622
926,0.29909380762479393
927,0.8768496775937961
928,0.7978750024648548
929,0.30079091735404995
930,0.3443157521068364
931,0.32560509397786186
932,0.788631056901132
933,0.5469365915674674
934,0.8107737311070418
935,0.3872368599613137
936,0.7329110223645928
937,0.6804751931198068
938,0.543116658336382
939,0.33993222317203176
940,0.4229602113647077
941,0.7706861558462669
942,0.7041010557632728
943,0.3977561189414702
944,0.8380107314612895
945,0.4859334360921931
946,0.2997318179027583
947,0.2852304106377831
948,0.43223340944782135
949,0.4827148219740678
950,0.8188436162353865
951,0.6946455760725667
952,0.33627589233218197
953,0.5574803775931746
954,0.2282926977902252
955,0.7363439604990231
956,0.3019055840942685
957,0.7032316134249381
958,0.39675513191865736
959,0.5701820009480058
960,0.6314026784635457
961,0.2592169130880409
962,0.2573926510007777
963,0.5322187895300946
964,0.7005094005330934
965,0.6772889291047917
966,0.31550496499842545
967,0.3516654154382926
968,0.8199679449711662
969,0.7312967825923093
970,0.5719248003524852
971,0.6818365892064523
972,0.29925883692635724
973,0.7527256122042567
974,0.6706128999694212
975,0.681116318777157
976,0.5725173431502388
977,0.48687522106898357
978,0.3200085163985883
979,0.47861088920424577
980,0.2624309546588528
981,0.31916807424032134
982,0.27793342420214107
983,0.6376134410670755
984,0.6607161086891318
985,0.5961738911090018
986,0.5154793613269804
987,0.393930160789974
988,0.4642615486936182
989,0.2714833600965739
990,0.726779545515673
991,0.6345773235844591
992,0.16731295562681858
993,0.23491390593712608
994,0.46782455448897264
995,0.330715860819288
996,0.33195432738330616
997,0.281646416383189
998,0.7927288295470043
999,0.4556092409611545
1000,0.28387936567667027
1001,0.3917515664058179
1002,0.20405954344001964
1003,0.47559292160222766
1004,0.3280954867419932
1005,0.6570519562180688
1006,0.5745544385312644
1007,0.6806706979881788
1008,0.8455538781252209
1009,0.2545818165238947
1010,0.4738996427662832
1011,0.2756028425338818
1012,0.5969117513865075
1013,0.3150503962525922
1014,0.8197656116106095
1015,0.33961011688269627
1016,0.6181362539180298
1017,0.5648426545187114
1018,0.33270448920806284
1019,0.6385009906197586
1020,0.2614645758955253
1021,0.2928228968682902
1022,0.35984377714766397
1023,0.46691743122820534
1024,0.6305978228524575
1025,0.32341807334833617
1026,0.41768599415941554
1027,0.2668903112588495
1028,0.5194379120512628
1029,0.5486725010473967
1030,0.2874572229720779
1031,0.36592633005580244
1032,0.6450639335382355
1033,0.3226203458248131
1034,0.6646274885123369
1035,0.3546308541456336
1036,0.21809860529848385
1037,0.4808980581045805
1038,0.5356214185234669
1039,0.26335918234671446
1040,0.3681037292075958
1041,0.4880340094217424
1042,0.5901039896057936
1043,0.7357148038842224
1044,0.8393849574226724
1045,0.4943312327500936
1046,0.54299189228315
1047,0.810214784360757
1048,0.633015164976835
1049,0.355486289100728
1050,0.28713897848675
1051,0.36340521538104104
1052,0.3051911307375763
1053,0.589701858644238
1054,0.3433979279893131
1055,0.44670658799574825
1056,0.5250484428305072
1057,0.766686111879346
1058,0.3811522236181777
1059,0.5872881293664242
1060,0.484754743714457
1061,0.33081923956164866
1062,0.5881291134639256
1063,0.370528180877283
1064,0.2728220524670914
1065,0.7149922627323705
1066,0.5799627037677649
1067,0.27252122927149497
1068,0.4810342717372154
1069,0.7479187653239584
1070,0.837318066927021
1071,0.4053728423752637
1072,0.6143681022300357
1073,0.8435985520315337
1074,0.7038476670069018
1075,0.6446837343498303
1076,0.2435348278695705
1077,0.5897324897207576
1078,0.761264946784778
1079,0.8435819083008734
1080,0.4250246138395518
1081,0.4759848047287894
1082,0.4340320324135939
1083,0.8089537843589678
1084,0.3647208082527764
1085,0.437007570085729
1086,0.263758375092943
1087,0.7044791679082109
1088,0.33466665953411073
1089,0.6009544208526221
1090,0.25191890334966405
1091,0.3987424563111467
1092,0.8246504044520448
1093,0.6426207152726974
1094,0.4939042124221122
1095,0.5352041646388276
1096,0.41353893411359477
1097,0.17487098411637397
1098,0.4672359443911384
1099,0.5163186783039021
1100,0.27276056810206983
1101,0.4360056359436276
1102,0.5452387505435249
1103,0.6638598684962321
1104,0.7634203695153362
1105,0.44114122523963767
1106,0.32862136063556985
1107,0.4873914519626238
1108,0.48992171612307844
1109,0.5007164511133808
1110,0.3419692379965298
1111,0.49996413225598957
1112,0.511656401718548
1113,0.3305996400009764
1114,0.28097069442137296
1115,0.39391865256018627
1116,0.6815912697672558
1117,0.38739116679582575
1118,0.8451912798606597
1119,0.7285202498049145
1120,0.4089163731860843
1121,0.29300926381158754
1122,0.3305249025087475
1123,0.719393473981116
1124,0.3942823394304386
1125,0.9077381205951139
1126,0.615391245759493
1127,0.4508329539315189
1128,0.34561326333699777
1129,0.32877609469583674
1130,0.6166270851418202
1131,0.4017762439288443
1132,0.29286062826263076
1133,0.33018174940733724
1134,0.5536094313475228
1135,0.30700915934876943
1136,0.2857509533017472
1137,0.3439565838328211
1138,0.33547149365091644
1139,0.2978451340683132
1140,0.6010855660503408
1141,0.7927196231443533
1142,0.33205494072540426
1143,0.47345897733236453
1144,0.422085341727169
1145,0.417195827001042
1146,0.6827257669831389
1147,0.46145104767283046
1148,0.3756145389750115
1149,0.34024610800139266
1150,0.8121345777249714
1151,0.7306626771195545
1152,0.7656664747280196
1153,0.6480343703081843
1154,0.8214384334262669
1155,0.6875556924318951
1156,0.8881441536956862
1157,0.4653699301961753
1158,0.5053596607323739
1159,0.37200670550054515
1160,0.7917924751747917
1161,0.6004724435483312
1162,0.33723966584251713
1163,0.8009392872368267
1164,0.33334943563280106
1165,0.2401900470722689
1166,0.37235713554982214
1167,0.44417092170088684
1168,0.5126631963822381
1169,0.2209200994378328
1170,0.52889967152764
1171,0.5097312343364858
1172,0.4578890879999575
1173,0.914093027816206
1174,0.7386605657857491
1175,0.696185046074954
1176,0.7334018747208568
1177,0.7804089406834378
1178,0.41863774265590203
1179,0.7801160172931062
1180,0.27541399022086943
1181,0.24405147569729205
1182,0.37209681676905954
1183,0.40742251118443795
1184,0.5968303991053759
1185,0.8118634800221876
1186,0.516694128657095
1187,0.6352806456465491
1188,0.4114782589430707
1189,0.6656171881359569
1190,0.4223823525141759
1191,0.4516945869093108
1192,0.7627149897655189
1193,0.46109774750760657
1194,0.3036907605444105
1195,0.3119651191972368
1196,0.304558441994086
1197,0.5628200374248387
1198,0.32593934252375045
1199,0.5070093543367283
1200,0.8095136559313908
1201,0.307058751736572
1202,0.32446575018658425
1203,0.687443552680763
1204,0.5387761124168332
1205,0.20918064205850176
1206,0.38573422994394896
1207,0.34514170736207206
1208,0.43749653892630935
1209,0.7502762148024268
1210,0.3447226417235108
1211,0.8690904854882109
1212,0.2627848572792687
1213,0.3914116027845532
1214,0.40406977948175216
1215,0.26669505804213356
1216,0.5440074546652889
1217,0.8462804313414007
1218,0.44688877753039563
1219,0.8005203365075255
1220,0.31747769463506664
1221,0.6424788794150771
1222,0.3333833288013135
1223,0.5385479772759365
1224,0.6476636338367376
1225,0.5012354305349686
1226,0.33212263955183285
1227,0.5474114270472907
1228,0.3948540092003407
1229,0.2659795064502182
1230,0.5674106452761057
1231,0.6999601125725764
1232,0.38132487387536695
1233,0.22370657586588077
1234,0.8196532113719469
1235,0.2962292346194081
1236,0.3780971896568842
1237,0.4465932225452483
1238,0.5049805014125566
1239,0.5673815589863338
1240,0.7947699469203151
1241,0.7758342166291322
1242,0.28100365058372884
1243,0.676839002639031
1244,0.7538210750398747
1245,0.3539025369285935
1246,0.4484229869782171
1247,0.2583668872209357
1248,0.34203530235572893
1249,0.5108598904709264
1250,0.36441700950226275
1251,0.4618596504924046
1252,0.49988264082859685
1253,0.32450479117512593
1254,0.8046096150331168
1255,0.3723983217347669
1256,0.518439503121865
